,Source,Target,Weight
60070,fps_shaka,stylishnoob4,128780
60148,belvid,benjyfishy,614
60150,belvid,sujagg,3407
60151,belvid,rickyedit,1978
60153,belvid,auronplay,1488
60154,belvid,blanchitooo,955
60158,belvid,ibai,3034
60519,vinnie,dapr,908
60520,vinnie,shroud,1983
60521,vinnie,tarik,802
60522,vinnie,aceu,545
60523,vinnie,pokimane,1453
60524,vinnie,ethos,762
60928,toeiii,shroud,760
61187,jpctheman_,loltyler1,838
61188,jpctheman_,yumytv,1930
61189,jpctheman_,shroud,1761
61192,jpctheman_,zackrawrr,534
61264,snoodyboo,robinsongz,739
61267,snoodyboo,auronplay,1650
61276,snoodyboo,shroud,515
61277,snoodyboo,ibai,4353
61278,snoodyboo,alexelcapo,1962
61279,snoodyboo,grafo,899
61280,snoodyboo,knekro,2030
61383,coldzin,revolta,648
61384,coldzin,boltz,2383
61391,coldzin,cidcidoso,712
61392,coldzin,sacy,1102
61394,coldzin,nowayzao,1330
61397,coldzin,shroud,1561
61399,coldzin,tarik,1026
61400,coldzin,gafallen,6144
61401,coldzin,alanzoka,2358
61402,coldzin,oestagiario,2171
61403,coldzin,yayahuz,2330
61537,agurin,rewinside,518
61542,agurin,maxim,8946
61545,agurin,ipav999,519
61553,agurin,jessirocks,606
61567,agurin,loltyler1,4050
61569,agurin,forsen,515
61570,agurin,shroud,2692
61576,agurin,kutcherlol,6865
61579,agurin,lol_nemesis,3319
61581,agurin,metashi12,1455
61610,idreau_,lestream,521
61643,rhffkddl96,ddahyoni,1450
61644,rhffkddl96,rlgus1006,740
61645,rhffkddl96,saddummy,644
61646,rhffkddl96,nodolly,602
61647,rhffkddl96,flurry1989,638
61648,rhffkddl96,zilioner,983
61649,rhffkddl96,looksam,749
61650,rhffkddl96,runner0608,1064
61651,rhffkddl96,portialyn,637
61652,rhffkddl96,nokduro,727
61653,rhffkddl96,paka9999,2647
61654,rhffkddl96,aba4647,1582
61655,rhffkddl96,xkwhd,2236
61657,rhffkddl96,dda_ju,896
61658,rhffkddl96,rkdthdus930,512
61734,revolta,luidematos,633
61742,revolta,cidcidoso,1228
61744,revolta,sacy,3530
61750,revolta,pimpimenta,3449
61751,revolta,loltyler1,869
61752,revolta,absoluttlol,3403
61753,revolta,shroud,1423
61758,revolta,c9judite,779
61759,revolta,gafallen,1214
61760,revolta,alanzoka,5563
61761,revolta,oestagiario,1956
61762,revolta,lol_nemesis,1165
61764,revolta,klauslol1,1997
61765,revolta,yayahuz,1317
61770,cloakzy,ops1x,655
61777,cloakzy,benjyfishy,784
61791,cloakzy,m0xyy,713
61807,cloakzy,buddha,1547
61811,cloakzy,pokelawls,996
61816,cloakzy,dapr,720
61818,cloakzy,koil,694
61823,cloakzy,lilypichu,746
61824,cloakzy,taxi2g,2298
61828,cloakzy,39daph,740
61832,cloakzy,loltyler1,2706
61833,cloakzy,fifakillvizualz,1961
61834,cloakzy,its_iron,6661
61838,cloakzy,forsen,892
61839,cloakzy,wagnificent,3044
61842,cloakzy,shroud,14003
61845,cloakzy,zackrawrr,606
61848,cloakzy,tarik,1517
61850,cloakzy,cyr,1002
61852,cloakzy,bnans,1577
61853,cloakzy,adeptthebest,528
61857,cloakzy,stormen,1718
61859,cloakzy,aceu,4486
61860,cloakzy,pokimane,2973
61865,cloakzy,bateson87,1028
61871,cloakzy,moistcr1tikal,1166
61872,cloakzy,methodz,1172
61876,cloakzy,aircool,666
61878,cloakzy,dogdog,636
61889,rewinside,maxim,1156
61896,rewinside,orangemorange,3908
61906,rewinside,shroud,1234
61911,rewinside,kutcherlol,548
61916,rewinside,metashi12,1074
62289,boltz,gamersclubcs,579
62290,boltz,cidcidoso,801
62291,boltz,sacy,649
62293,boltz,nowayzao,1102
62295,boltz,shroud,766
62297,boltz,gafallen,3329
62298,boltz,alanzoka,1723
62299,boltz,oestagiario,2260
62300,boltz,yayahuz,2658
62352,sizer0346,ddahyoni,947
62353,sizer0346,saddummy,1143
62354,sizer0346,flurry1989,626
62355,sizer0346,kss7749,1505
62356,sizer0346,zilioner,1400
62357,sizer0346,sal_gu,855
62358,sizer0346,portialyn,1127
62359,sizer0346,nokduro,1568
62360,sizer0346,paka9999,594
62361,sizer0346,ch1ckenkun,536
62362,sizer0346,tranth,670
62364,sizer0346,jungtaejune,862
62366,fuji720x,kurt0411,607
62368,fuji720x,bateson87,2543
62724,sips_,ironmouse,779
62742,sips_,buddha,1003
62744,sips_,pokelawls,1551
62746,sips_,koil,683
62749,sips_,lilypichu,802
62750,sips_,roflgator,887
62757,sips_,39daph,1516
62760,sips_,loltyler1,1288
62766,sips_,forsen,2113
62767,sips_,shroud,5048
62769,sips_,zackrawrr,1490
62771,sips_,cyr,967
62772,sips_,bnans,511
62775,sips_,pokimane,870
62780,sips_,moistcr1tikal,1736
62787,sips_,dogdog,766
62791,sips_,nyanners,861
62792,sips_,shenryyr,1018
62809,swimstrim,loltyler1,1355
62810,swimstrim,shroud,1325
62811,swimstrim,lol_nemesis,575
62813,vanotica_,mitdamm,700
62909,sirolopez56,auronplay,3650
62919,sirolopez56,ibai,9678
62921,sirolopez56,alexelcapo,1161
62925,sirolopez56,knekro,1831
63874,loud_thurzin,loud_jordan,3897
63876,loud_thurzin,brasilfpss,7101
63877,loud_thurzin,alanzoka,1794
63878,loud_thurzin,oestagiario,754
63910,luidematos,cidcidoso,2471
63912,luidematos,sacy,501
63916,luidematos,alanzoka,2098
63917,luidematos,oestagiario,979
63918,luidematos,yayahuz,608
63975,guanweiboy,inkiiing,784
63976,guanweiboy,linfufu,1779
63977,guanweiboy,jongie,1034
63978,guanweiboy,woohankyung,1654
63981,guanweiboy,chen810830,6470
63983,guanweiboy,ggbb528,2655
63985,guanweiboy,zhiting_li,8638
63987,guanweiboy,mimiluckying,1131
63988,guanweiboy,zrush,3139
63989,guanweiboy,roieee,10078
63990,guanweiboy,zondalol,1240
63991,guanweiboy,waitou1117,672
63992,guanweiboy,qttsix,2471
63993,guanweiboy,et_1231,5857
63994,guanweiboy,a541021,3081
63995,guanweiboy,hipudding1223,676
63998,guanweiboy,muse_tw,2368
63999,guanweiboy,qq7925168,4877
64000,guanweiboy,butterflyouo,7514
64002,guanweiboy,loltyler1,645
64003,guanweiboy,sooflower,1037
64004,guanweiboy,bebelolz,4012
64006,guanweiboy,lilballzlolz,813
64007,guanweiboy,shroud,1293
64008,guanweiboy,chiawei1031tv,2452
64009,guanweiboy,xargon0731,5936
64010,guanweiboy,kyo1984123,4516
64013,guanweiboy,gunguno,12770
64014,guanweiboy,kr1stw,1471
64017,guanweiboy,mr_wuco,1147
64018,guanweiboy,aceu,1720
64020,guanweiboy,q158688920,1306
64021,guanweiboy,kiss_850722,1326
64023,guanweiboy,godjj,5268
64024,guanweiboy,dogdog,741
64025,guanweiboy,lolpacifictw,2379
64026,guanweiboy,bamow,504
64107,artesianbuilds,ironmouse,1321
64112,artesianbuilds,m0xyy,516
64116,artesianbuilds,buddha,792
64118,artesianbuilds,pokelawls,1838
64121,artesianbuilds,lilypichu,716
64122,artesianbuilds,roflgator,833
64126,artesianbuilds,39daph,966
64128,artesianbuilds,loltyler1,1310
64130,artesianbuilds,forsen,1190
64131,artesianbuilds,shroud,3598
64133,artesianbuilds,zackrawrr,1675
64134,artesianbuilds,cyr,1306
64136,artesianbuilds,bnans,633
64137,artesianbuilds,adeptthebest,528
64139,artesianbuilds,aceu,689
64140,artesianbuilds,pokimane,2038
64143,artesianbuilds,moistcr1tikal,1650
64145,artesianbuilds,mang0,614
64202,dua3362,jdm2088,556
64203,dua3362,ddahyoni,798
64204,dua3362,saddummy,1140
64205,dua3362,nodolly,1027
64207,dua3362,looksam,651
64208,dua3362,runner0608,1290
64209,dua3362,yd0821,5987
64210,dua3362,inecr7024,2682
64212,dua3362,dda_ju,4439
64213,dua3362,rkdthdus930,823
64258,ajehr,jdm2088,936
64259,ajehr,sonycast_,2029
64260,ajehr,rkdwl12,803
64261,ajehr,ddahyoni,2188
64262,ajehr,lol_ambition,1174
64263,ajehr,msmsms213,612
64264,ajehr,jinu6734,1327
64265,ajehr,gongparipa,817
64266,ajehr,zzamtiger0310,1442
64267,ajehr,saddummy,4239
64268,ajehr,nodolly,897
64269,ajehr,flurry1989,1174
64270,ajehr,kss7749,1756
64271,ajehr,zilioner,4220
64272,ajehr,looksam,727
64273,ajehr,runner0608,2028
64274,ajehr,sal_gu,1949
64275,ajehr,portialyn,1066
64276,ajehr,sah_yang,568
64277,ajehr,alenenwooptv,724
64278,ajehr,sn400ja,667
64279,ajehr,nokduro,3844
64280,ajehr,paka9999,1509
64281,ajehr,kimdduddi,605
64282,ajehr,ch1ckenkun,1124
64283,ajehr,sooflower,515
64284,ajehr,magenta62,541
64285,ajehr,aba4647,1478
64286,ajehr,ma_mwa,601
64287,ajehr,mister903,1366
64288,ajehr,hatsalsal,741
64289,ajehr,xkwhd,761
64290,ajehr,yd0821,639
64291,ajehr,95pingman,642
64292,ajehr,nanayango3o,1021
64293,ajehr,tranth,1170
64294,ajehr,kumikomii,1034
64295,ajehr,kuiki771,641
64296,ajehr,s1032204,1087
64298,ajehr,dda_ju,966
64299,ajehr,rkdthdus930,1110
64300,ajehr,jungtaejune,1929
64529,maxim,jessirocks,1677
64545,maxim,loltyler1,2203
64547,maxim,forsen,617
64548,maxim,shroud,3398
64555,maxim,kutcherlol,7806
64557,maxim,pokimane,502
64558,maxim,lol_nemesis,1172
64562,maxim,metashi12,3217
64563,maxim,superjj102,525
64599,inkiiing,linfufu,1444
64600,inkiiing,jongie,1221
64601,inkiiing,woohankyung,534
64602,inkiiing,chen810830,964
64604,inkiiing,zhiting_li,1339
64605,inkiiing,zrush,2997
64606,inkiiing,qttsix,2782
64607,inkiiing,et_1231,1917
64608,inkiiing,a541021,714
64609,inkiiing,hipudding1223,643
64611,inkiiing,muse_tw,1126
64612,inkiiing,qq7925168,635
64613,inkiiing,butterflyouo,880
64614,inkiiing,tetristhegrandmaster3,504
64615,inkiiing,sooflower,872
64616,inkiiing,bebelolz,603
64617,inkiiing,lilballzlolz,559
64618,inkiiing,shroud,503
64619,inkiiing,xargon0731,1870
64620,inkiiing,kyo1984123,1247
64621,inkiiing,gunguno,695
64622,inkiiing,mr_wuco,575
64624,inkiiing,q158688920,1196
64625,inkiiing,kiss_850722,587
64626,inkiiing,godjj,1170
64627,inkiiing,bamow,979
64712,linfufu,woohankyung,1296
64713,linfufu,chen810830,1963
64715,linfufu,ggbb528,850
64717,linfufu,zhiting_li,3501
64718,linfufu,saddummy,503
64720,linfufu,mimiluckying,586
64721,linfufu,zrush,1858
64722,linfufu,roieee,894
64723,linfufu,zondalol,546
64724,linfufu,waitou1117,698
64725,linfufu,qttsix,1814
64726,linfufu,et_1231,4373
64727,linfufu,a541021,2169
64728,linfufu,hipudding1223,772
64730,linfufu,muse_tw,1482
64731,linfufu,qq7925168,1185
64732,linfufu,butterflyouo,1753
64733,linfufu,sooflower,1575
64734,linfufu,magenta62,734
64735,linfufu,bebelolz,1053
64736,linfufu,lilballzlolz,660
64737,linfufu,shroud,733
64738,linfufu,chiawei1031tv,659
64739,linfufu,xargon0731,3272
64740,linfufu,kyo1984123,4604
64742,linfufu,gunguno,1350
64743,linfufu,kr1stw,1204
64746,linfufu,mr_wuco,762
64747,linfufu,pokimane,611
64749,linfufu,q158688920,1693
64750,linfufu,kiss_850722,1253
64753,linfufu,godjj,2064
64754,linfufu,dogdog,507
64761,ops1x,buckefps,5296
64762,ops1x,benjyfishy,8735
64770,ops1x,sujagg,1986
64776,ops1x,auronplay,1050
64779,ops1x,buddha,630
64781,ops1x,dapr,674
64786,ops1x,loltyler1,561
64787,ops1x,its_iron,667
64789,ops1x,shroud,2226
64790,ops1x,deyyszn,7492
64793,ops1x,tarik,577
64794,ops1x,ibai,1151
64798,ops1x,aceu,658
64799,ops1x,pokimane,1170
64800,ops1x,bateson87,714
64806,ops1x,aircool,920
64807,ops1x,freemok2,1492
64811,jdm2088,sonycast_,553
64812,jdm2088,rkdwl12,1423
64813,jdm2088,ddahyoni,601
64814,jdm2088,lol_ambition,598
64815,jdm2088,msmsms213,10222
64816,jdm2088,jinu6734,2907
64817,jdm2088,gongparipa,3669
64819,jdm2088,saddummy,1485
64820,jdm2088,nodolly,915
64821,jdm2088,zilioner,744
64822,jdm2088,looksam,546
64823,jdm2088,runner0608,1195
64824,jdm2088,sal_gu,1027
64825,jdm2088,sah_yang,2112
64826,jdm2088,alenenwooptv,728
64827,jdm2088,sn400ja,570
64828,jdm2088,nokduro,1140
64829,jdm2088,paka9999,1200
64830,jdm2088,kimdduddi,1235
64831,jdm2088,ch1ckenkun,707
64832,jdm2088,sooflower,592
64833,jdm2088,magenta62,986
64834,jdm2088,aba4647,593
64835,jdm2088,ma_mwa,961
64836,jdm2088,silphtv,1732
64837,jdm2088,hatsalsal,614
64838,jdm2088,yd0821,6801
64839,jdm2088,95pingman,9027
64840,jdm2088,nanayango3o,1411
64841,jdm2088,kumikomii,4320
64842,jdm2088,kuiki771,1590
64843,jdm2088,s1032204,1031
64844,jdm2088,inecr7024,503
64846,jdm2088,dda_ju,1483
64919,sonycast_,rkdwl12,764
64920,sonycast_,ddahyoni,4515
64921,sonycast_,woohankyung,1574
64922,sonycast_,lol_ambition,1406
64923,sonycast_,jinu6734,1492
64924,sonycast_,gongparipa,750
64925,sonycast_,surrenderhs,523
64927,sonycast_,zzamtiger0310,3397
64928,sonycast_,saddummy,11918
64929,sonycast_,nodolly,1615
64931,sonycast_,flurry1989,2305
64932,sonycast_,kss7749,3044
64933,sonycast_,zilioner,7394
64934,sonycast_,looksam,2077
64935,sonycast_,runner0608,4566
64936,sonycast_,sal_gu,1672
64937,sonycast_,portialyn,1871
64938,sonycast_,sees360,863
64939,sonycast_,sah_yang,920
64941,sonycast_,sn400ja,579
64942,sonycast_,nokduro,3880
64943,sonycast_,paka9999,1531
64944,sonycast_,kimdduddi,592
64945,sonycast_,ch1ckenkun,1339
64946,sonycast_,sooflower,2553
64947,sonycast_,magenta62,1720
64948,sonycast_,aba4647,1373
64949,sonycast_,ma_mwa,918
64950,sonycast_,mister903,1079
64951,sonycast_,crazzyccat,772
64952,sonycast_,hatsalsal,4456
64953,sonycast_,xkwhd,702
64954,sonycast_,yd0821,726
64955,sonycast_,nanayango3o,1476
64957,sonycast_,tranth,1804
64959,sonycast_,kumikomii,1511
64960,sonycast_,kuiki771,718
64961,sonycast_,s1032204,1849
64963,sonycast_,dda_ju,3410
64964,sonycast_,baedony,836
64965,sonycast_,rkdthdus930,4764
64966,sonycast_,jungtaejune,2547
65655,alberee,ibai,595
65687,rkdwl12,ddahyoni,582
65688,rkdwl12,woohankyung,514
65689,rkdwl12,lol_ambition,688
65690,rkdwl12,yoowooyang,507
65691,rkdwl12,msmsms213,1111
65692,rkdwl12,jinu6734,4350
65693,rkdwl12,gongparipa,4053
65695,rkdwl12,saddummy,2644
65696,rkdwl12,nodolly,760
65697,rkdwl12,zilioner,937
65698,rkdwl12,runner0608,1159
65699,rkdwl12,sal_gu,831
65700,rkdwl12,sah_yang,3692
65701,rkdwl12,alenenwooptv,539
65702,rkdwl12,sn400ja,734
65703,rkdwl12,nokduro,1061
65704,rkdwl12,paka9999,699
65705,rkdwl12,kimdduddi,2390
65706,rkdwl12,ch1ckenkun,1891
65707,rkdwl12,sooflower,727
65708,rkdwl12,magenta62,1027
65709,rkdwl12,aba4647,528
65710,rkdwl12,ma_mwa,2537
65711,rkdwl12,mister903,861
65712,rkdwl12,silphtv,2595
65713,rkdwl12,yd0821,811
65714,rkdwl12,95pingman,1821
65715,rkdwl12,nanayango3o,4594
65716,rkdwl12,kumikomii,5155
65717,rkdwl12,kuiki771,3245
65718,rkdwl12,s1032204,3962
65720,rkdwl12,rainblue37,769
65721,rkdwl12,dda_ju,1150
65722,rkdwl12,rkdthdus930,722
65723,rkdwl12,jungtaejune,609
65901,kennybeats,shroud,816
65912,ipav999,loltyler1,5954
65914,ipav999,forsen,545
65916,ipav999,shroud,1565
65924,ipav999,lol_nemesis,2615
66256,ironmouse,fobm4ster,690
66260,ironmouse,btssmash,623
66263,ironmouse,m0xyy,786
66272,ironmouse,auronplay,655
66274,ironmouse,zrush,686
66277,ironmouse,kkatamina,2986
66278,ironmouse,buddha,2673
66279,ironmouse,qttsix,589
66282,ironmouse,pokelawls,2267
66285,ironmouse,koil,731
66288,ironmouse,lilypichu,8035
66290,ironmouse,tuonto,1618
66291,ironmouse,fuslie,2937
66292,ironmouse,roflgator,2852
66300,ironmouse,39daph,3215
66303,ironmouse,loltyler1,2571
66309,ironmouse,bananabrea,773
66310,ironmouse,sleepy,1062
66311,ironmouse,forsen,1980
66316,ironmouse,shroud,5897
66320,ironmouse,zackrawrr,1788
66324,ironmouse,tarik,614
66326,ironmouse,ibai,600
66327,ironmouse,cyr,1582
66330,ironmouse,bnans,1123
66331,ironmouse,alexelcapo,505
66332,ironmouse,adeptthebest,889
66335,ironmouse,aceu,1845
66336,ironmouse,pokimane,4779
66342,ironmouse,ethos,712
66343,ironmouse,anny,4786
66345,ironmouse,lol_nemesis,655
66348,ironmouse,moistcr1tikal,7524
66352,ironmouse,karljacobs,839
66356,ironmouse,mang0,1098
66363,ironmouse,nyanners,22849
66365,iateyourpie,btssmash,503
66368,iateyourpie,shroud,571
66371,iateyourpie,moistcr1tikal,615
66374,iateyourpie,firedragon,607
66548,buckefps,benjyfishy,2906
66559,buckefps,shroud,808
66560,buckefps,deyyszn,3646
66599,jongie,zhiting_li,686
66600,jongie,zrush,7122
66601,jongie,roieee,1602
66602,jongie,zondalol,657
66603,jongie,qttsix,4454
66604,jongie,et_1231,567
66605,jongie,hipudding1223,637
66606,jongie,muse_tw,1178
66607,jongie,qq7925168,555
66608,jongie,tetristhegrandmaster3,581
66609,jongie,bebelolz,608
66610,jongie,shroud,569
66611,jongie,xargon0731,2562
66612,jongie,kyo1984123,786
66613,jongie,gunguno,943
66616,jongie,q158688920,970
66617,jongie,godjj,1205
66618,jongie,bamow,1101
66648,benjyfishy,sujagg,3266
66650,benjyfishy,rickyedit,557
66655,benjyfishy,auronplay,1917
66656,benjyfishy,katoo,1017
66660,benjyfishy,dapr,578
66663,benjyfishy,loltyler1,670
66666,benjyfishy,shroud,2637
66667,benjyfishy,deyyszn,4400
66671,benjyfishy,ibai,2554
66675,benjyfishy,aceu,634
66676,benjyfishy,pokimane,1064
66679,benjyfishy,bateson87,954
66686,benjyfishy,freemok2,2088
67067,mistermv,dahmien7,795
67072,mistermv,lilypichu,549
67075,mistermv,m4fgaming,2703
67080,mistermv,loltyler1,1153
67082,mistermv,forsen,774
67085,mistermv,shroud,2068
67086,mistermv,chowh1,2870
67098,mistermv,pokimane,1137
67099,mistermv,aypierre,4205
67101,mistermv,rhobalas_lol,4383
67111,mistermv,dogdog,927
67112,mistermv,lestream,18086
67674,fobm4ster,lilypichu,2634
67675,fobm4ster,tuonto,7106
67676,fobm4ster,39daph,1036
67678,fobm4ster,loltyler1,1356
67680,fobm4ster,forsen,679
67682,fobm4ster,shroud,3146
67685,fobm4ster,tarik,510
67686,fobm4ster,aceu,1095
67687,fobm4ster,pokimane,1091
67689,fobm4ster,dish,2933
67690,fobm4ster,moistcr1tikal,1090
67695,fobm4ster,nyanners,709
67696,ddahyoni,woohankyung,1554
67697,ddahyoni,lol_ambition,3732
67698,ddahyoni,jinu6734,2506
67699,ddahyoni,gongparipa,888
67700,ddahyoni,rlgus1006,673
67701,ddahyoni,surrenderhs,2989
67703,ddahyoni,zzamtiger0310,1823
67704,ddahyoni,saddummy,11340
67706,ddahyoni,nodolly,6253
67708,ddahyoni,flurry1989,14067
67709,ddahyoni,kss7749,4085
67710,ddahyoni,zilioner,16600
67711,ddahyoni,looksam,11229
67712,ddahyoni,runner0608,15576
67713,ddahyoni,sal_gu,3273
67714,ddahyoni,portialyn,10461
67715,ddahyoni,sees360,780
67716,ddahyoni,sah_yang,912
67717,ddahyoni,sn400ja,777
67718,ddahyoni,nokduro,8711
67719,ddahyoni,pusa6019,1731
67720,ddahyoni,mlchoins,1404
67721,ddahyoni,paka9999,6303
67722,ddahyoni,kimdduddi,1392
67723,ddahyoni,ch1ckenkun,3054
67724,ddahyoni,airshowerse,1057
67725,ddahyoni,sooflower,1633
67726,ddahyoni,magenta62,837
67727,ddahyoni,aba4647,3902
67728,ddahyoni,ma_mwa,646
67729,ddahyoni,shroud,554
67730,ddahyoni,mister903,1341
67731,ddahyoni,silphtv,735
67732,ddahyoni,crazzyccat,2599
67733,ddahyoni,moogrr1211,625
67735,ddahyoni,hatsalsal,2093
67736,ddahyoni,xkwhd,3548
67737,ddahyoni,yd0821,1398
67738,ddahyoni,nanayango3o,1360
67740,ddahyoni,tranth,1660
67742,ddahyoni,kumikomii,1043
67743,ddahyoni,kuiki771,1125
67744,ddahyoni,s1032204,2781
67745,ddahyoni,inecr7024,1552
67747,ddahyoni,dda_ju,10868
67748,ddahyoni,baedony,1757
67749,ddahyoni,rkdthdus930,10235
67750,ddahyoni,jungtaejune,3040
68061,woohankyung,lol_ambition,842
68063,woohankyung,chen810830,1048
68064,woohankyung,jinu6734,760
68065,woohankyung,gongparipa,836
68069,woohankyung,zhiting_li,2117
68070,woohankyung,saddummy,3451
68072,woohankyung,nodolly,648
68074,woohankyung,flurry1989,824
68075,woohankyung,zrush,719
68076,woohankyung,roieee,1066
68077,woohankyung,kss7749,874
68078,woohankyung,zilioner,2596
68079,woohankyung,looksam,828
68080,woohankyung,qttsix,591
68081,woohankyung,et_1231,3223
68082,woohankyung,runner0608,1516
68083,woohankyung,sal_gu,616
68084,woohankyung,a541021,1016
68085,woohankyung,portialyn,865
68086,woohankyung,sees360,708
68087,woohankyung,sah_yang,617
68089,woohankyung,nokduro,1371
68090,woohankyung,muse_tw,613
68091,woohankyung,paka9999,1461
68092,woohankyung,qq7925168,839
68093,woohankyung,39daph,895
68095,woohankyung,butterflyouo,1213
68096,woohankyung,ch1ckenkun,580
68097,woohankyung,loltyler1,713
68098,woohankyung,sooflower,6724
68099,woohankyung,magenta62,3680
68100,woohankyung,bebelolz,813
68101,woohankyung,aba4647,1371
68102,woohankyung,shroud,1673
68103,woohankyung,chiawei1031tv,689
68104,woohankyung,xargon0731,1502
68105,woohankyung,kyo1984123,1167
68107,woohankyung,crazzyccat,504
68110,woohankyung,gunguno,1166
68111,woohankyung,kr1stw,602
68112,woohankyung,hatsalsal,1528
68113,woohankyung,xkwhd,590
68115,woohankyung,nanayango3o,765
68118,woohankyung,kumikomii,803
68119,woohankyung,kuiki771,571
68120,woohankyung,aceu,813
68121,woohankyung,pokimane,846
68123,woohankyung,q158688920,602
68125,woohankyung,s1032204,887
68126,woohankyung,kiss_850722,620
68128,woohankyung,dda_ju,1328
68131,woohankyung,rkdthdus930,1174
68132,woohankyung,godjj,1147
68134,woohankyung,jungtaejune,526
68579,lol_ambition,jinu6734,1138
68581,lol_ambition,gongparipa,776
68582,lol_ambition,rlgus1006,753
68583,lol_ambition,surrenderhs,670
68585,lol_ambition,zzamtiger0310,1473
68586,lol_ambition,saddummy,4613
68588,lol_ambition,nodolly,1018
68589,lol_ambition,flurry1989,2440
68590,lol_ambition,kss7749,1576
68591,lol_ambition,zilioner,5925
68592,lol_ambition,looksam,1094
68593,lol_ambition,runner0608,2542
68594,lol_ambition,sal_gu,2215
68595,lol_ambition,portialyn,2674
68596,lol_ambition,sees360,1035
68597,lol_ambition,sah_yang,573
68598,lol_ambition,sn400ja,1168
68599,lol_ambition,nokduro,4373
68600,lol_ambition,pusa6019,521
68601,lol_ambition,mlchoins,651
68602,lol_ambition,paka9999,5677
68603,lol_ambition,kimdduddi,840
68604,lol_ambition,ch1ckenkun,1397
68605,lol_ambition,loltyler1,1828
68606,lol_ambition,sooflower,941
68607,lol_ambition,magenta62,557
68608,lol_ambition,aba4647,3356
68609,lol_ambition,ma_mwa,522
68610,lol_ambition,shroud,661
68611,lol_ambition,mister903,1023
68612,lol_ambition,silphtv,987
68613,lol_ambition,crazzyccat,3862
68616,lol_ambition,hatsalsal,829
68617,lol_ambition,xkwhd,2425
68618,lol_ambition,nanayango3o,1182
68619,lol_ambition,tranth,903
68621,lol_ambition,kumikomii,895
68622,lol_ambition,kuiki771,635
68624,lol_ambition,s1032204,950
68625,lol_ambition,lol_nemesis,1606
68627,lol_ambition,dda_ju,1489
68628,lol_ambition,rkdthdus930,1837
68630,lol_ambition,jungtaejune,1407
68717,savyultras90,fifakillvizualz,1464
68718,savyultras90,its_iron,540
68722,savyultras90,gskianto,2275
68725,savyultras90,velox,6056
69371,yoowooyang,jinu6734,568
69372,yoowooyang,saddummy,1474
69373,yoowooyang,kss7749,814
69374,yoowooyang,zilioner,620
69375,yoowooyang,sal_gu,590
69376,yoowooyang,nokduro,853
69377,yoowooyang,hatsalsal,541
69378,yoowooyang,nanayango3o,1091
69379,yoowooyang,kumikomii,826
69380,yoowooyang,s1032204,592
69420,guit88man,fritterus,597
69422,guit88man,ybicanoooobov,945
69429,guit88man,cheatbanned,592
69431,guit88man,forsen,980
69432,guit88man,mistafaker,5044
69434,guit88man,shroud,978
69442,guit88man,elwycco,1038
69447,guit88man,pathofexilebota,749
69453,btssmash,robinsongz,571
69459,btssmash,buddha,556
69461,btssmash,pokelawls,973
69465,btssmash,lilypichu,1168
69468,btssmash,39daph,896
69471,btssmash,loltyler1,3316
69473,btssmash,forsen,1472
69475,btssmash,shroud,4638
69478,btssmash,zackrawrr,681
69482,btssmash,tarik,789
69484,btssmash,cyr,529
69486,btssmash,aceu,1057
69487,btssmash,pokimane,1306
69489,btssmash,lol_nemesis,928
69490,btssmash,moistcr1tikal,8339
69493,btssmash,mang0,10071
69494,btssmash,dogdog,1092
69499,btssmash,nyanners,595
69503,cashmeow,shroud,587
69512,vysotzky,loltyler1,2153
69513,vysotzky,shroud,1026
69521,vysotzky,pokimane,564
69522,vysotzky,lol_nemesis,1244
69523,vysotzky,polsatgames,3325
69524,vysotzky,pisicela,3809
69530,chen810830,ggbb528,1514
69532,chen810830,zhiting_li,5282
69534,chen810830,mimiluckying,1025
69535,chen810830,zrush,2235
69536,chen810830,roieee,2551
69537,chen810830,zondalol,757
69538,chen810830,waitou1117,575
69539,chen810830,qttsix,2138
69540,chen810830,et_1231,3716
69541,chen810830,a541021,2238
69542,chen810830,hipudding1223,696
69544,chen810830,muse_tw,1716
69545,chen810830,qq7925168,3064
69546,chen810830,butterflyouo,3072
69547,chen810830,sooflower,948
69548,chen810830,bebelolz,2206
69549,chen810830,lilballzlolz,979
69550,chen810830,shroud,812
69551,chen810830,chiawei1031tv,847
69552,chen810830,xargon0731,4372
69553,chen810830,kyo1984123,3912
69556,chen810830,gunguno,4112
69557,chen810830,kr1stw,1108
69560,chen810830,mr_wuco,1052
69562,chen810830,q158688920,1735
69563,chen810830,kiss_850722,1231
69565,chen810830,godjj,3806
69566,chen810830,dogdog,748
69567,chen810830,lolpacifictw,1514
69568,chen810830,bamow,629
69570,nniru,sasatikk,1289
69572,nniru,valorant_jpn,2393
69574,nniru,taxi2g,581
69575,nniru,alelu,1409
69577,nniru,dasoku_aniki,1588
69578,nniru,mokouliszt1,732
69579,nniru,aceu,732
69580,nniru,surugamonkey0113,764
69581,nniru,stylishnoob4,9486
69816,fritterus,ybicanoooobov,1281
69823,fritterus,shroud,510
69830,fritterus,dogdog,749
69831,fritterus,pathofexilebota,544
69907,msmsms213,jinu6734,1760
69908,msmsms213,gongparipa,2886
69910,msmsms213,saddummy,836
69911,msmsms213,runner0608,686
69912,msmsms213,sah_yang,1465
69913,msmsms213,nokduro,713
69914,msmsms213,paka9999,581
69915,msmsms213,kimdduddi,881
69916,msmsms213,magenta62,620
