Real Source,Real Target,Weight
Sommerset,SypherPK,8117
stevewillsendit,SypherPK,563
summit1g,SypherPK,5495
Swagg,SypherPK,5047
Sweet_Anita,SypherPK,602
sweetdreams,SypherPK,1232
Sykkuno,SypherPK,2120
Symfuhny,SypherPK,5098
TeeGrizzley,SypherPK,557
TeePee,SypherPK,2245
TheBoiSantana,SypherPK,537
Towelliee,SypherPK,819
TPAIN,SypherPK,546
TSM_Viss,SypherPK,1548
Tubbo,SypherPK,661
TwitchRivals,SypherPK,545
Tyceno,SypherPK,2207
WARDELL,SypherPK,704
x2Twins,SypherPK,7460
Xposed,SypherPK,819
xQc,SypherPK,10019
yourragegaming,SypherPK,1135
Zemie,SypherPK,4587
AdmiralBahroo,T90Official,1030
Asmongold,T90Official,1135
BeyondTheSummit,T90Official,682
Caedrel,T90Official,575
Chess,T90Official,509
CohhCarnage,T90Official,1224
ESL_SC2,T90Official,918
Fextralife,T90Official,1434
GamesDoneQuick,T90Official,521
Grubby,T90Official,1092
Hera,T90Official,3329
LIRIK,T90Official,1888
MembTV,T90Official,3052
MOONMOON,T90Official,781
nl_Kripp,T90Official,939
singsing,T90Official,583
sodapoppin,T90Official,1331
summit1g,T90Official,1115
TheViper,T90Official,4516
wintergaming,T90Official,960
xQc,T90Official,1138
Kiuqsxn,Tado87,1787
bt0tv,takeshi,837
Buerinho,takeshi,2134
Coreano,takeshi,643
jukes,takeshi,4370
liminhag0d,takeshi,577
ookina,takeshi,1091
paulanobre,takeshi,687
pijack11,takeshi,2941
YoDa,takeshi,7367
relaxing234,takesipon,5338
FifaTargrean,Takulz,1321
FPSThailand,Takulz,1456
jamezconer,Takulz,1067
RebirthzTV,Takulz,612
Rubsarb,Takulz,1459
viperdemon,Takulz,1412
8cho,Tanizen,3642
Alliege,Tanizen,599
aroyitt,Tanizen,549
BENIJU03,Tanizen,690
biyin_,Tanizen,7838
coscu,Tanizen,1140
D3stri,Tanizen,1394
DessT3,Tanizen,1023
elded,Tanizen,2000
elisawaves,Tanizen,803
ElMariana,Tanizen,2544
ElRichMC,Tanizen,577
elxokas,Tanizen,3101
FolagorLives,Tanizen,1101
Goes_x,Tanizen,569
goncho,Tanizen,580
gonsabellla,Tanizen,519
IamCristinini,Tanizen,5754
Jelty,Tanizen,1320
juansguarnizo,Tanizen,13688
karchez,Tanizen,4624
LITkillah,Tanizen,586
littleragergirl,Tanizen,638
Mayichi,Tanizen,4631
MYM_ALKAPONE,Tanizen,809
Nephtunie,Tanizen,542
NimuVT,Tanizen,1013
Perxitaa,Tanizen,2926
Reborn,Tanizen,1581
Ricoy,Tanizen,817
Rubius,Tanizen,9594
selis13,Tanizen,540
TitoDami,Tanizen,956
xCry,Tanizen,885
detonator_robin,tanukininja,769
Jasper7se,tanukininja,5025
Lazvell,tanukininja,1185
syaruru3,tanukininja,4987
aceu,Tanxlive,1326
boyMinORu,Tanxlive,6902
dmt_tv,Tanxlive,2314
Eaddy_,Tanxlive,2156
ESL_CSGO,Tanxlive,662
Esports_Alliance,Tanxlive,1785
Fextralife,Tanxlive,689
FifaTargrean,Tanxlive,2605
FPSThailand,Tanxlive,8495
iamSometimes,Tanxlive,2025
iiTzTimmy,Tanxlive,1187
ImperialHal__,Tanxlive,925
Jackeyy,Tanxlive,2277
jamezconer,Tanxlive,930
Kyedae,Tanxlive,515
LightFuryLF,Tanxlive,1773
muangfang,Tanxlive,1029
Noardra,Tanxlive,1295
NoctisAK47,Tanxlive,3064
PUBG_BATTLEGROUNDS,Tanxlive,1340
RebirthzTV,Tanxlive,4222
Rubsarb,Tanxlive,2205
ShahZaM,Tanxlive,998
ShivFPS,Tanxlive,581
shroud,Tanxlive,2390
SicK_cs,Tanxlive,506
sinatraa,Tanxlive,1186
Takulz,Tanxlive,1692
TenZ,Tanxlive,581
toeiii,Tanxlive,1292
VALORANT,Tanxlive,2038
vanotica_,Tanxlive,967
viperdemon,Tanxlive,5937
xQc,Tanxlive,601
znebtv,Tanxlive,583
Dekarldent,TANZVERBOT,972
GronkhTV,TANZVERBOT,1588
KayzahR,TANZVERBOT,648
mehdideluxe,TANZVERBOT,1839
Repaz,TANZVERBOT,983
TheRealKnossi,TANZVERBOT,12147
Tolkin,TANZVERBOT,504
unsympathisch_tv,TANZVERBOT,3773
xQc,TANZVERBOT,1168
xTheSolutionTV,TANZVERBOT,1967
5up,TapL,1350
BoomerNA,TapL,3141
boxbox,TapL,686
ConnorEatsPants,TapL,829
dreamwastaken,TapL,921
Fundy,TapL,1705
iskall85,TapL,505
JustaMinx,TapL,1046
Natsumiii,TapL,549
neimki,TapL,1563
Punz,TapL,3990
Sapnap,TapL,3778
ThisIsNotGeorgeNotFound,TapL,2540
TinaKitten,TapL,1904
Tubbo,TapL,5816
xQc,TapL,706
39daph,tarik,4107
AbdulHD,tarik,504
Acie,tarik,510
AdmiralBahroo,tarik,908
AdmiralBulldog,tarik,1572
AdrianaChechik_,tarik,564
Agustabell212,tarik,737
aimdll__,tarik,893
Albralelie,tarik,1233
Alfie,tarik,632
Alinity,tarik,1535
Alkaizerx,tarik,602
ALOHADANCETV,tarik,617
Amouranth,tarik,3074
Anomaly,tarik,1337
Anthony_Kongphan,tarik,872
AnthonyZ,tarik,2663
Apryze,tarik,875
AriaSaki,tarik,778
ArrumieShannon,tarik,747
Asmongold,tarik,3550
AsunaWEEB,tarik,12130
Atrioc,tarik,580
auronplay,tarik,509
Autumn,tarik,579
AverageJonas,tarik,7075
AvoidingThePuddle,tarik,521
B0aty,tarik,1482
bananabrea,tarik,706
BananaSlamJamma,tarik,609
beatberry_314,tarik,555
Beaulo,tarik,754
Becca,tarik,641
BeyondTheSummit,tarik,1624
biotox,tarik,601
blackelespanolito,tarik,718
blau,tarik,701
BLCK_Taisheen,tarik,830
BLOU,tarik,552
BobRoss,tarik,512
BotezLive,tarik,1417
boxbox,tarik,2090
BrookeAB,tarik,532
bt0tv,tarik,1418
BTMC,tarik,1196
btssmash,tarik,789
buddha,tarik,2466
Bugha,tarik,849
buster,tarik,1104
Caedrel,tarik,2276
casimito,tarik,1028
Castro_1021,tarik,3433
cdewx,tarik,596
Chap,tarik,527
Chess,tarik,842
chessbrah,tarik,631
chocoTaco,tarik,945
ClintStevens,tarik,1916
Clix,tarik,1307
cloakzy,tarik,1517
cNed,tarik,1678
CohhCarnage,tarik,1806
coldzin,tarik,1026
Coreano,tarik,859
coscu,tarik,539
Cr1tdota,tarik,683
Crystalst,tarik,528
daltoosh,tarik,1194
DanucD,tarik,564
dapr,tarik,9883
DashDucks,tarik,1348
DatModz,tarik,686
deercheerup,tarik,644
DeuceAce,tarik,541
Dhalucard,tarik,806
DiazBiffle,tarik,501
Diegosaurs,tarik,818
Distortion2,tarik,771
Dota2RuHub,tarik,607
Doublelift,tarik,2995
Drututt,tarik,685
Dyrus,tarik,758
Elajjaz,tarik,870
Elraenn,tarik,872
elxokas,tarik,1199
emilyywang,tarik,845
Enviosity,tarik,1181
erobb221,tarik,1148
ErycTriceps,tarik,2109
EsfandTV,tarik,3176
ESL_CSGO,tarik,32269
evaanna,tarik,557
Evelone192,tarik,913
Faker,tarik,2372
Faux,tarik,953
Fextralife,tarik,3788
fl0m,tarik,5738
fobm4ster,tarik,510
foolish,tarik,533
forsen,tarik,3525
fps_shaka,tarik,935
FPSThailand,tarik,541
Froggen,tarik,621
frttt,tarik,807
fuslie,tarik,995
Gaules,tarik,3423
Genburten,tarik,612
GeT_RiGhT,tarik,1231
Giantwaffle,tarik,570
Gladd,tarik,657
Gorgc,tarik,2297
Governor,tarik,4946
greenish,tarik,1017
Grimm,tarik,2084
GTAWiseGuy,tarik,3086
Harry,tarik,665
Hiko,tarik,14688
hJune,tarik,1746
Horcus,tarik,632
HutchMF,tarik,2253
Hype,tarik,530
HyperRatTV,tarik,828
icebergdoto,tarik,541
iiTzTimmy,tarik,9915
imaqtpie,tarik,2252
ImperialHal__,tarik,6537
ironmouse,tarik,614
its_iron,tarik,529
itsHafu,tarik,846
ItsJSTN,tarik,719
itsRyanHiga,tarik,1679
iwdominate,tarik,1028
Jankos,tarik,2173
JASONR,tarik,8137
Jasper7se,tarik,520
jbzzed,tarik,524
JERICHO,tarik,862
Jerma985,tarik,704
Jinnytty,tarik,1629
JokerdTV,tarik,592
JoshOG,tarik,1908
jrkz,tarik,606
k3soju,tarik,2366
kaicenat,tarik,538
Kalei,tarik,775
Kandyland,tarik,614
karlnetwork,tarik,897
Keeoh,tarik,832
KendineMuzisyen,tarik,844
kennyS,tarik,8500
keznit1,tarik,821
KingGeorge,tarik,508
Kiyoon,tarik,985
kkatamina,tarik,858
koil,tarik,1813
KristoferYee,tarik,605
Kyedae,tarik,17252
Kyle,tarik,1357
kyliebitkin,tarik,915
LCK,tarik,2065
LCS,tarik,908
LEGOO,tarik,1312
Leynainu,tarik,675
lilypichu,tarik,1953
liminhag0d,tarik,810
LIRIK,tarik,6227
Lobanjicaa,tarik,2158
Loeya,tarik,588
loltyler1,tarik,8703
LotharHS,tarik,2657
LPL,tarik,1503
LuluLuvely,tarik,1202
LVNDMARK,tarik,2825
LVPes2,tarik,1273
Lysium,tarik,608
m0xyy,tarik,1158
Mande,tarik,830
Masayoshi,tarik,2288
masondota2,tarik,1526
Mathil1,tarik,738
Maximilian_DOOD,tarik,859
Maximum,tarik,837
melina,tarik,1016
Mendo,tarik,1487
Michel,tarik,1070
midbeast,tarik,3462
Mixwell,tarik,2321
Mizkif,tarik,3782
Mongraal,tarik,1473
MontanaBlack88,tarik,1232
MOONMOON,tarik,2608
mujs_,tarik,864
MuTeX,tarik,1570
Myth,tarik,3908
Naowh,tarik,643
Natsumiii,tarik,1377
NICKMERCS,tarik,5307
Nightblue3,tarik,745
Ninja,tarik,4852
nl_Kripp,tarik,1852
Nmplol,tarik,4136
Noko,tarik,1246
NoWay4u_Sir,tarik,534
NymN,tarik,874
OGADotaPIT,tarik,1383
OkCode,tarik,794
ONSCREEN,tarik,2289
ops1x,tarik,577
Otzdarva,tarik,750
Payo,tarik,537
Pengu,tarik,711
PENTA,tarik,957
Pestily,tarik,1217
peterpark,tarik,1204
Philza,tarik,633
Pikabooirl,tarik,544
ploo,tarik,4922
pokelawls,tarik,2790
Posty,tarik,747
ProdigyDDK,tarik,869
PUBG_BATTLEGROUNDS,tarik,932
QTCinderella,tarik,3525
QuarterJade,tarik,2217
Quin69,tarik,2505
Raeyei,tarik,892
Rainbow6,tarik,2393
Ramee,tarik,4227
RatedEpicz,tarik,3971
RATIRL,tarik,1815
rAx1337,tarik,629
Ray__C,tarik,820
Recrent,tarik,682
richwcampbell,tarik,1145
Ricoy,tarik,669
Rizzo,tarik,508
robcdee,tarik,810
robinsongz,tarik,940
roflgator,tarik,986
Rogue,tarik,1490
ROSHTEIN,tarik,2955
Rubius,tarik,592
runthefutmarket,tarik,682
s1mple,tarik,12249
Sacriel,tarik,896
sacy,tarik,1066
Sapnap,tarik,507
sashagrey,tarik,732
scump,tarik,2042
Sequisha,tarik,1014
ShahZaM,tarik,26663
ShivFPS,tarik,2814
Shotz,tarik,1687
shroud,tarik,53065
SicK_cs,tarik,16081
Sick_Nerd,tarik,536
Silithur,tarik,652
Simply,tarik,780
sinatraa,tarik,22907
singsing,tarik,1203
sleepy,tarik,1075
SmallAnt,tarik,760
sneakylol,tarik,3155
Snip3down,tarik,1779
sodapoppin,tarik,7942
SourSweet,tarik,895
Ssaab,tarik,1237
starsmitten,tarik,1697
StaysafeTV,tarik,553
Steelmage,tarik,891
StreamerHouse,tarik,596
Subroza,tarik,18028
summit1g,tarik,17719
SunBaconRelaxer,tarik,501
supertf,tarik,786
Surefour,tarik,691
Swagg,tarik,930
sweetdreams,tarik,1530
Sykkuno,tarik,3055
Symfuhny,tarik,1769
SypherPK,tarik,1069
tarzaned,tarik,962
taxi2g,tarik,1765
tecoNe,tarik,709
TeePee,tarik,645
TenZ,tarik,13917
TFBlade,tarik,1283
Tfue,tarik,4647
Thebausffs,tarik,1131
TheGrefg,tarik,554
TheRealKnossi,tarik,1109
TheStockGuy,tarik,540
Thijs,tarik,821
THump,tarik,977
TinaKitten,tarik,1178
TobiasFate,tarik,1066
Towelliee,tarik,1313
Trainwreckstv,tarik,8901
TrilluXe,tarik,1753
TrU3Ta1ent,tarik,533
Trymacs,tarik,905
TSM_Viss,tarik,695
Tyceno,tarik,668
UberHaxorNova,tarik,558
UNLOSTV,tarik,726
VALORANT,tarik,47565
VALORANT_BR,tarik,991
valorant_jpn,tarik,593
vei,tarik,754
VGBootCamp,tarik,713
vGumiho,tarik,574
vinnie,tarik,802
viperdemon,tarik,673
WARDELL,tarik,10511
weplaycsgo,tarik,886
Whippy,tarik,1181
WillerZ,tarik,772
willneff,tarik,758
Wolfabelle,tarik,628
wtcN,tarik,2063
XcaliburYe,tarik,925
xChocoBars,tarik,1301
Xlice,tarik,530
Xposed,tarik,838
xQc,tarik,21576
Yassuo,tarik,1249
YoDa,tarik,813
yourragegaming,tarik,524
yvonnie,tarik,1622
zackrawrr,tarik,1361
Zerkaa,tarik,631
zexrow,tarik,502
Zizaran,tarik,1014
ZLOYn,tarik,819
zombs,tarik,5386
Zoomaa,tarik,661
Fextralife,tarzaned,1247
Mizkif,tarzaned,1267
bt0tv,Taspio,986
jukes,Taspio,556
liminhag0d,Taspio,1007
mount,Taspio,956
Move_Mind,Taspio,543
tteuw,Taspio,1543
YoDa,Taspio,1012
5up,taxi2g,1139
9impulse,taxi2g,725
Acie,taxi2g,2172
AdmiralBahroo,taxi2g,501
Albralelie,taxi2g,7865
Alinity,taxi2g,1110
Alliance_Hakis,taxi2g,2946
Amouranth,taxi2g,1451
AnthonyZ,taxi2g,635
Apryze,taxi2g,6760
Asmongold,taxi2g,1672
AsunaWEEB,taxi2g,805
AverageJonas,taxi2g,607
BLCK_Taisheen,taxi2g,7987
boxbox,taxi2g,883
buddha,taxi2g,1002
Caedrel,taxi2g,734
Castro_1021,taxi2g,1293
chocoTaco,taxi2g,749
ClintStevens,taxi2g,733
Clix,taxi2g,609
cloakzy,taxi2g,2298
CohhCarnage,taxi2g,643
daltoosh,taxi2g,10505
dapr,taxi2g,784
DashDucks,taxi2g,505
Dezignful,taxi2g,2942
Diegosaurs,taxi2g,4856
Distortion2,taxi2g,544
Doublelift,taxi2g,613
Dyrus,taxi2g,918
Elajjaz,taxi2g,519
elxokas,taxi2g,539
Enviosity,taxi2g,702
erobb221,taxi2g,774
EsfandTV,taxi2g,1398
Euriece,taxi2g,3100
Faker,taxi2g,706
Fextralife,taxi2g,2008
foolish,taxi2g,534
fps_shaka,taxi2g,1511
Genburten,taxi2g,7750
Gorgc,taxi2g,640
GuhRL,taxi2g,1007
heyimbee,taxi2g,564
Hiko,taxi2g,1036
HisandHersLive,taxi2g,2033
iiTzTimmy,taxi2g,23000
imaqtpie,taxi2g,1687
ImperialHal__,taxi2g,28340
itsHafu,taxi2g,537
Jankos,taxi2g,643
Jinnytty,taxi2g,719
JoshOG,taxi2g,684
k3soju,taxi2g,600
Kalei,taxi2g,694
kato_junichi0817,taxi2g,1838
kentung,taxi2g,714
Kyedae,taxi2g,2304
lilypichu,taxi2g,651
LIRIK,taxi2g,2497
LuluLuvely,taxi2g,4988
LVNDMARK,taxi2g,954
m0xyy,taxi2g,1475
Mande,taxi2g,11755
MaTaFe_,taxi2g,2038
Mendo,taxi2g,2433
midbeast,taxi2g,1047
Mizkif,taxi2g,1945
Mongraal,taxi2g,899
MontanaBlack88,taxi2g,903
MOONMOON,taxi2g,1083
mukai_fps,taxi2g,543
MuTeX,taxi2g,817
Myth,taxi2g,735
NateHill,taxi2g,862
Naughty,taxi2g,1062
NICKMERCS,taxi2g,12871
Ninja,taxi2g,9970
nl_Kripp,taxi2g,608
Nmplol,taxi2g,2518
nniru,taxi2g,581
Noko,taxi2g,10355
NymN,taxi2g,706
Otzdarva,taxi2g,574
Philza,taxi2g,671
pokelawls,taxi2g,2509
QTCinderella,taxi2g,1676
Ramee,taxi2g,789
RatedEpicz,taxi2g,895
RATIRL,taxi2g,1048
restiafps,taxi2g,1210
roflgator,taxi2g,555
Rogue,taxi2g,8058
roieee,taxi2g,851
ROSHTEIN,taxi2g,1388
s1mple,taxi2g,893
scump,taxi2g,832
ShahZaM,taxi2g,1607
SicK_cs,taxi2g,962
sinatraa,taxi2g,2294
sneakylol,taxi2g,661
Snip3down,taxi2g,10048
sodapoppin,taxi2g,3580
SteveSuptic,taxi2g,546
Subroza,taxi2g,923
summit1g,taxi2g,3190
Surefour,taxi2g,598
Swagg,taxi2g,719
sweetcampercs,taxi2g,834
sweetdreams,taxi2g,11414
Sykkuno,taxi2g,1007
Symfuhny,taxi2g,1396
SypherPK,taxi2g,1419
TeePee,taxi2g,574
TenZ,taxi2g,1086
TFBlade,taxi2g,601
Tfue,taxi2g,12031
Thebausffs,taxi2g,559
TheRealKnossi,taxi2g,595
TinaKitten,taxi2g,580
TobiasFate,taxi2g,644
Towelliee,taxi2g,533
Trainwreckstv,taxi2g,4534
Trick2g,taxi2g,1353
Trymacs,taxi2g,653
TSM_Viss,taxi2g,3235
Tubbo,taxi2g,572
VALORANT,taxi2g,5415
vei,taxi2g,752
WARDELL,taxi2g,633
xChocoBars,taxi2g,609
xQc,taxi2g,9050
yamatonjp,taxi2g,753
Yassuo,taxi2g,638
AZRA,Taylor_Jevaux,1021
elxokas,Taylor_Jevaux,700
evaanna,Taylor_Jevaux,1862
Fextralife,Taylor_Jevaux,870
imviolet_,Taylor_Jevaux,571
juansguarnizo,Taylor_Jevaux,842
Mizkif,Taylor_Jevaux,651
TheRealKnossi,Taylor_Jevaux,710
xQc,Taylor_Jevaux,1590
gratis150ml,Tealzlol,759
jukes,Tealzlol,1146
pijack11,Tealzlol,555
YoDa,Tealzlol,2051
hanryang1125,team_spiritzero,939
AdmiralBahroo,TeamSp00ky,676
Asmongold,TeamSp00ky,701
CapcomFighters,TeamSp00ky,2207
CohhCarnage,TeamSp00ky,966
Day9tv,TeamSp00ky,1070
Distortion2,TeamSp00ky,616
eduardo_hook,TeamSp00ky,1655
Fextralife,TeamSp00ky,924
GamesDoneQuick,TeamSp00ky,830
LIRIK,TeamSp00ky,897
Maximilian_DOOD,TeamSp00ky,3127
MOONMOON,TeamSp00ky,898
nemo_good,TeamSp00ky,640
nl_Kripp,TeamSp00ky,619
sodapoppin,TeamSp00ky,727
summit1g,TeamSp00ky,717
VGBootCamp,TeamSp00ky,1150
xQc,TeamSp00ky,677
Amouranth,tecoNe,534
cNed,tecoNe,3055
Crystal_LoL,tecoNe,964
Hype,tecoNe,2125
jrkz,tecoNe,2545
KendineMuzisyen,tecoNe,3909
LEGOO,tecoNe,7462
Mithrain,tecoNe,1055
mujs_,tecoNe,5676
Naru,tecoNe,591
pqueen,tecoNe,957
PurpleBixi,tecoNe,912
ShahZaM,tecoNe,1198
sinatraa,tecoNe,637
TenZ,tecoNe,825
UNLOSTV,tecoNe,2759
Uthenera,tecoNe,987
VALORANT,tecoNe,2479
Videoyun,tecoNe,619
wtcN,tecoNe,10315
Fextralife,Tectone,1577
Mizkif,Tectone,1332
BigEx,TeeGrizzley,895
BLOU,TeeGrizzley,3837
Clix,TeeGrizzley,864
Destroy,TeeGrizzley,547
ImperialHal__,TeeGrizzley,549
Keife_,TeeGrizzley,575
Mobuckets,TeeGrizzley,1210
scump,TeeGrizzley,727
Tyceno,TeeGrizzley,2104
xQc,TeeGrizzley,1653
yourragegaming,TeeGrizzley,1387
Alinity,TeePee,656
Almxnd,TeePee,2508
Anthony_Kongphan,TeePee,588
AnthonyZ,TeePee,693
Asmongold,TeePee,1080
bearpig,TeePee,778
Blazt,TeePee,1133
Clix,TeePee,533
CohhCarnage,TeePee,1093
DanucD,TeePee,538
Destroy,TeePee,4280
Fextralife,TeePee,1810
Gladd,TeePee,671
iiTzTimmy,TeePee,2690
ImperialHal__,TeePee,2241
kaicenat,TeePee,523
Kalei,TeePee,5245
KayzahR,TeePee,563
Kyedae,TeePee,799
Kyle,TeePee,672
LVNDMARK,TeePee,926
Maximilian_DOOD,TeePee,518
Mizkif,TeePee,779
Mobuckets,TeePee,534
MOONMOON,TeePee,533
MuTeX,TeePee,9164
Myth,TeePee,522
NateHill,TeePee,839
newbz,TeePee,1932
NickEh30,TeePee,832
nl_Kripp,TeePee,515
Noko,TeePee,824
Pieman,TeePee,3375
Ramee,TeePee,1223
RatedEpicz,TeePee,1152
Repullze,TeePee,3365
Rogue,TeePee,831
ROSHTEIN,TeePee,1650
runthefutmarket,TeePee,824
Sacriel,TeePee,585
scump,TeePee,13564
ShahZaM,TeePee,613
sinatraa,TeePee,512
sneakylol,TeePee,593
sodapoppin,TeePee,1265
sweetdreams,TeePee,643
Symfuhny,TeePee,19324
TeeGrizzley,TeePee,672
TheBoiSantana,TeePee,1606
Towelliee,TeePee,915
TPAIN,TeePee,505
TwitchRivals,TeePee,2245
Tyceno,TeePee,1020
Xposed,TeePee,736
xQc,TeePee,3833
Zoomaa,TeePee,4538
IzunaTOP,teknoyd,867
MatteoHS,teknoyd,1419
Moonryde,teknoyd,571
pizfn,teknoyd,1835
pow3r,teknoyd,1060
10000DAYS,TenekeKafalar_TK,1072
Hype,TenekeKafalar_TK,607
jrkz,TenekeKafalar_TK,657
KendineMuzisyen,TenekeKafalar_TK,1203
LEGOO,TenekeKafalar_TK,617
Mithrain,TenekeKafalar_TK,1562
pqueen,TenekeKafalar_TK,920
RRaenee,TenekeKafalar_TK,517
UNLOSTV,TenekeKafalar_TK,747
Videoyun,TenekeKafalar_TK,508
wtcN,TenekeKafalar_TK,1753
AdmiralBahroo,tenha,524
AsianGuyStream,tenha,6967
Asmongold,tenha,840
boxbox,tenha,710
Enviosity,tenha,12266
Fextralife,tenha,905
fobm4ster,tenha,5461
iiTzTimmy,tenha,705
imaqtpie,tenha,547
ironmouse,tenha,534
Kyedae,tenha,971
LIRIK,tenha,719
Natsumiii,tenha,926
OkCode,tenha,8724
richwcampbell,tenha,902
Sekapoko,tenha,4479
ShahZaM,tenha,658
sinatraa,tenha,596
sodapoppin,tenha,764
summit1g,tenha,530
Sykkuno,tenha,842
Tectone,tenha,6342
Trainwreckstv,tenha,539
VALORANT,tenha,1620
vei,tenha,819
Xlice,tenha,5340
xQc,tenha,1737
YDCB,tenha,1045
Albralelie,TenZ,876
Alinity,TenZ,875
Amouranth,TenZ,2749
AnthonyZ,TenZ,1232
AriaSaki,TenZ,870
ArrumieShannon,TenZ,1284
AsianGuyStream,TenZ,583
Asmongold,TenZ,1625
AsunaWEEB,TenZ,15246
AverageJonas,TenZ,11270
Becca,TenZ,516
benjyfishy,TenZ,826
BeyondTheSummit,TenZ,593
blackelespanolito,TenZ,2343
BLCK_Taisheen,TenZ,562
BLOU,TenZ,530
BotezLive,TenZ,798
boxbox,TenZ,2325
BrookeAB,TenZ,722
btssmash,TenZ,554
Bugha,TenZ,1208
Caedrel,TenZ,1981
casimito,TenZ,925
Castro_1021,TenZ,2199
CBLOL,TenZ,624
chefstrobel,TenZ,504
Chess,TenZ,575
ClintStevens,TenZ,1062
Clix,TenZ,2323
cloakzy,TenZ,937
cNed,TenZ,2551
CohhCarnage,TenZ,673
Coreano,TenZ,1939
coscu,TenZ,859
CR_rion,TenZ,1583
crazyfacetw,TenZ,884
daltoosh,TenZ,631
Doublelift,TenZ,2094
eliasn97,TenZ,796
ElMariana,TenZ,622
ElmiilloR,TenZ,540
elxokas,TenZ,1518
emilyywang,TenZ,779
Enviosity,TenZ,1633
ErycTriceps,TenZ,2121
evaanna,TenZ,507
Faker,TenZ,2314
Fextralife,TenZ,2426
fl0m,TenZ,1024
fobm4ster,TenZ,607
foolish,TenZ,605
Fortnite,TenZ,649
fps_shaka,TenZ,3278
FPSThailand,TenZ,955
frttt,TenZ,1718
Gaules,TenZ,2350
Genburten,TenZ,551
Gorgc,TenZ,924
Gotaga,TenZ,566
Governor,TenZ,4797
Grimm,TenZ,3689
Harmii,TenZ,508
Hiko,TenZ,14648
Horcus,TenZ,1694
Hype,TenZ,552
iiTzTimmy,TenZ,8110
Im_Dontai,TenZ,592
imaqtpie,TenZ,1149
ImperialHal__,TenZ,4958
ironmouse,TenZ,635
itsHafu,TenZ,676
iwdominate,TenZ,728
Jankos,TenZ,1724
JASONR,TenZ,5515
Jasper7se,TenZ,2494
jbzzed,TenZ,1109
Jelty,TenZ,1132
Joe_Bartolozzi,TenZ,573
jrkz,TenZ,613
juansguarnizo,TenZ,961
k3soju,TenZ,2042
kaicenat,TenZ,646
Kalei,TenZ,553
Kamet0,TenZ,565
karlnetwork,TenZ,879
kato_junichi0817,TenZ,1612
Keeoh,TenZ,1332
KendineMuzisyen,TenZ,979
keznit1,TenZ,2313
KristoferYee,TenZ,772
Kyedae,TenZ,32562
Lazvell,TenZ,1287
LEGOO,TenZ,1838
Leynainu,TenZ,509
LIRIK,TenZ,2781
littleragergirl,TenZ,532
Loeya,TenZ,533
LotharHS,TenZ,4099
LVNDMARK,TenZ,1074
m0xyy,TenZ,818
Mahluna,TenZ,526
Masayoshi,TenZ,4436
MckyTV,TenZ,690
melina,TenZ,723
Mendo,TenZ,1051
Michel,TenZ,698
midbeast,TenZ,2489
Mixwell,TenZ,4866
Mizkif,TenZ,2798
MOONMOON,TenZ,893
mujs_,TenZ,1408
MuTeX,TenZ,1387
Myth,TenZ,5004
Natsumiii,TenZ,1834
NICKMERCS,TenZ,3301
nl_Kripp,TenZ,694
Nmplol,TenZ,2332
noahreyli,TenZ,771
Noko,TenZ,747
nuuhfps,TenZ,627
OkCode,TenZ,1010
ops1x,TenZ,783
otplol_,TenZ,519
Otzdarva,TenZ,592
Papaplatte,TenZ,750
paulanobre,TenZ,693
Philza,TenZ,704
ploo,TenZ,6792
PUBG_BATTLEGROUNDS,TenZ,526
QuarterJade,TenZ,3734
Rakin,TenZ,512
Ramee,TenZ,1247
RatedEpicz,TenZ,1410
RATIRL,TenZ,1251
rAx1337,TenZ,1439
Ray__C,TenZ,651
richwcampbell,TenZ,551
Ricoy,TenZ,589
Rogue,TenZ,789
ROSHTEIN,TenZ,1450
Rubius,TenZ,1675
s1mple,TenZ,6656
scump,TenZ,1203
ShahZaM,TenZ,39941
SicK_cs,TenZ,23338
sinatraa,TenZ,27342
SmallAnt,TenZ,636
sneakylol,TenZ,1823
Snip3down,TenZ,1066
sodapoppin,TenZ,3748
Sommerset,TenZ,618
starsmitten,TenZ,2241
SteveSuptic,TenZ,650
Subroza,TenZ,18435
sujagg,TenZ,1142
summit1g,TenZ,5843
supertf,TenZ,683
Swagg,TenZ,578
sweetdreams,TenZ,1095
Sydeon,TenZ,714
Sykkuno,TenZ,4458
Symfuhny,TenZ,1349
SypherPK,TenZ,1028
tarzaned,TenZ,547
Tectone,TenZ,706
TFBlade,TenZ,906
Thebausffs,TenZ,747
TheRealKnossi,TenZ,1108
TinaKitten,TenZ,1650
Tixinhadois,TenZ,594
TobiasFate,TenZ,643
Towelliee,TenZ,566
Trainwreckstv,TenZ,4471
Trymacs,TenZ,1874
tteuw,TenZ,709
Tyceno,TenZ,651
UNLOSTV,TenZ,502
VALORANT,TenZ,56574
VALORANT_BR,TenZ,2444
valorant_kr,TenZ,608
vei,TenZ,838
VGBootCamp,TenZ,522
vinnie,TenZ,1053
viperdemon,TenZ,1432
WARDELL,TenZ,11329
Whippy,TenZ,614
wtcN,TenZ,2616
x2Twins,TenZ,572
xChocoBars,TenZ,1584
Xlice,TenZ,641
xQc,TenZ,16259
yamatonjp,TenZ,578
YoDa,TenZ,845
yourragegaming,TenZ,550
yvonnie,TenZ,2460
zexrow,TenZ,637
ZoK3R,TenZ,1233
zombs,TenZ,6852
beryl_lulu,tetristhegrandmaster3,590
