Channel_Name,Language,Tags,Last Played Game,Game ID
alelu,ja,"['日本語', 'apex', '雑談']",Apex Legends,511224
annoying,en,"['YRG', 'Nation', 'Kai', 'Cenat', 'ScumTK', 'Silky', 'English', '5star', 'plaqueboymax']",Just Chatting,509658
1drakonz,pt,['Português'],Grand Theft Auto V,32982
abdulhd,en,"['Nopixel', 'REACT', 'variety', 'Dubai', 'Arabic', 'UnitedArabEmirates', 'SaudiArabia', 'English', 'Roleplay', 'Cooking']",Grand Theft Auto V,32982
alanzoka,pt,"['Idoso', 'Gostoso', 'Português']",Just Chatting,509658
alenenwooptv,ko,['한국어'],Just Chatting,509658
alexelcapo,es,['Español'],Special Events,509663
aminematue,fr,['Français'],Just Chatting,509658
andypsx,es,['Español'],Poker,488190
anny,en,"['vtuber', 'forsen', 'depression', 'anime', 'gayge', 'PoroSad', 'English']",Just Chatting,509658
ac7ionman,en,"['Español', 'LGBTQ', 'AndrewTate', 'VTuber', 'English', 'KaiCenat', 'XQC', 'AdinRoss', 'Kevin', 'Fortnite']",Just Chatting,509658
aiekillu,fr,['Français'],Escape from Tarkov,491931
aimlul,ru,"['Русский', 'Депре́ссия', 'Животные', 'Шизофрения', 'DropsВключены']",Arena Breakout: Infinite,401587136
anniefuchsia,en,"['pve', 'pvp', 'adhd', 'hardcore', 'English', 'Swedish', 'girl']",Black Myth: Wukong,519291
anton,en,['English'],Escape from Tarkov,491931
adrianachechik_,en,"['MentalHealth', 'gamer', 'DLC', 'LGBTQ', 'English', 'couchcoop', 'gilrstreamer', 'Foodie', 'scarygames', 'emotionaldamage']",Hellblade: Senua's Sacrifice,461410
alanzq,en,"['English', 'polish']",Teamfight Tactics,513143
alliance_hakis,en,"['IGL', 'Comp', 'Scrim', 'Tourney', 'Pro', 'Alliance', 'Ranked', 'ApexPredator', 'English', 'movementgod']",Apex Legends,511224
alinity,en,"['English', 'Latina', 'Colombia', 'Spicy', 'FeetLoversWelcome']",Just Chatting,509658
anomaly,en,"['English', 'Fat', 'CS2']",Golf With Your Friends,491381
95pingman,ko,['한국어'],Just Chatting,509658
aimdll__,tr,['Türkçe'],VALORANT,516575
al3od,ar,['Arabic'],Just Chatting,509658
acie,en,['English'],VALORANT,516575
admiralbulldog,en,['English'],Dota 2,29595
agentsrange,de,['Competitive'],VALORANT,516575
alberee,es,alberee,Crypto,499634
annacramling,en,"['English', 'Chess', 'Sweden', 'Educational', 'Competitive', 'FutureGrandmaster']",Food & Drink,509667
5up,en,"['English', 'Vtuber', 'ENVtuber']",Town of Salem 2,1238739089
9qoq,zh,"['FPS', '技術路線', '劇情向', '公務員', '中文']",VALORANT,516575
abuswe7l,ar,"['arabic', 'arab', 'justchatting', 'GTAⅤ', 'RP', 'OL']",Just Chatting,509658
annemunition,en,"['English', 'LGBTQFriendly', 'ClosedCaptions']",Minecraft,27471
apexerpinky,ja,"['日本語', 'ApexLegens', 'pinky', 'GHS', 'VALORONAT']",Apex Legends,511224
aa9skillz,en,['English'],EA Sports FC 24,143106037
alfie,en,"['Christian', 'English']",Old School RuneScape,459931
ao_o5,ko,['한국어'],Just Chatting,509658
akanemsko,en,"['English', 'Educational', 'finnish', 'Competitive', 'VolumeWarning', 'IRL']",Poker,488190
albralelie,en,['English'],Escape from Tarkov,491931
alphacast,fr,"['Français', 'NoBackseat', 'NoSpoilers']",Special Events,509663
animal_n01,it,"['grandtheftauto', 'fps', 'aziz', 'red', 'rossi', 'Italiano', 'Albania', 'Albanian', 'albanese']",Grand Theft Auto V,32982
a_seagull,en,"['old', 'boomer', 'washed', 'English']",League of Legends,21779
aarononair,en,"['IRL', 'English', 'Roleplay', 'CopRP', 'K9', 'K9Roleplay', 'ONX', 'ONXRP']",OUTBRK,100748035
admiralbahroo,en,"['Comfy', 'Relaxed', 'Stream', 'English']",admiralbahroo,admiralbahroo
aba4647,ko,"['훈수금지', '한국어']",League of Legends,21779
ampeterby7,es,['Español'],F1 23,174553474
anna_chess,en,"['AuditoryASMR', 'Educational', 'positivevibes', 'cozy', 'familyfriendly', 'English', 'norwaychess', 'chess']",Stardew Valley,490744
8cho,es,8cho,Just Chatting,509658
9ambler,ko,"['한국어', '드롭활성화됨']",9ambler,9ambler
a541021,zh,['中文'],Grand Fantasia: Origin,2033059445
alkaizerx,en,['English'],Path of Exile,29307
alliedesports,en,"['Esports', 'English']",Super Smash Bros. Ultimate,504461
amouranth,en,"['English', 'IRL', 'Español']","Pools, Hot Tubs, and Beaches",116747788
andreadel1988,it,"['Italiano', 'reactions']",The Bathhouse Restored Edition,1596433827
annitheduck,de,"['LGBTＱ', 'Deutsch', 'SpecialEvents']",ELDEN RING,512953
absoluttlol,pt,"['Português', 'Portuguese', 'LoL', 'English', 'ADCARRY', 'ADC', 'Absolut', 'Challenger']",Counter-Strike,32399
adeptthebest,en,"['English', 'AI', 'AIGF', 'girlsgaysntheys', 'News', 'drama', 'AIWIFE', 'WIFE']",Counter-Strike,32399
agraelus,cs,"['Godgamer', 'AntiOravec', 'Stunlock', 'Točka', 'Čeština']",Just Chatting,509658
alliege,es,"['Español', 'pro', 'FortniteTV']",Fortnite,33214
9impulse,ru,['Русский'],The Witcher 3: Wild Hunt,115977
alexby11,es,['Español'],Black Myth: Wukong,519291
alfrea,ja,"['ネタバレ禁止', 'アドバイス禁止', '日本語']",League of Legends,21779
adal,tr,"['Adal', 'Minecraft', 'Türkçe']",Minecraft,27471
agentemaxo,es,['Español'],Just Chatting,509658
ahrinyan,ru,"['Русский', 'English']",Just Chatting,509658
aimsey,en,"['English', 'Aimsey', 'ILoveAttackOnTitan', 'AdventureTime']",Until Then,1174671315
109ace,ko,['한국어'],Hearthstone,138585
a1taoda,uk,"['Українська', 'Engisih', 'Русский']",Dota 2,29595
acro_land,ko,['한국어'],Last Epoch,503932
agbin3r,es,['Español'],Carreras de Velocidad,1489303939
agustabell212,es,"['Español', 'DropsActivados']",Rust,263490
altair,fr,"['Humour', 'GoodVibes', 'Gaming', 'Français', 'MaxDifficulty', 'BienMonté']",Just Chatting,509658
amar,de,"['Deutsch', 'English']",Fortnite,33214
apryze,en,['English'],Apex Legends,511224
10000days,tr,"['Küfürsüz', 'Türkçe']",PUBG: BATTLEGROUNDS,493057
2chamcham2,ko,['한국어'],Minecraft,27471
adrive,en,['English'],Elestrals,27124935
aquafps,en,['English'],Escape from Tarkov,491931
anthony_kongphan,en,"['Cheesecake', 'English', 'Vampire', 'Ninja', 'Thai', 'Variety']",Escape from Tarkov,491931
aceu,en,"['buh', 'English']",Black Myth: Wukong,519291
alexclick,fr,"['Français', 'IRL', 'challenge']",Raid: Shadow Legends,508948
almxnd,en,"['English', 'Almond', 'Warzone', 'CallofDuty', 'mw3', 'almxnd']",Call of Duty: Warzone,512710
alphasniper97,es,"['español', 'callofduty', 'warzone', 'Español', 'DropsActivados']",XDefiant,780302568
antoinedaniel,fr,['Français'],TUNIC,497432
actingliketommy,en,"['news', 'politics', 'PoliticalPunk', 'englìsh', 'GamerRage', 'Ally', 'ActingLikeTommy', 'English']",Just Chatting,509658
airshowerse,ko,['한국어'],Just Chatting,509658
alixxa,en,"['English', 'loud']",Fortnite,33214
albislol,zh,"['中文', 'SF6', 'Rashid', 'ストリートファイター6']",Path of Exile,29307
alohadancetv,ru,['Русский'],Tournament Poker,3151
amaru,fr,['Français'],VALORANT,516575
amaz,en,"['amaziscool', 'amazisawesome', 'amazisthebest', 'English']",Brotato,743214338
anthonyz,en,['English'],Grand Theft Auto V,32982
agurin,en,"['Deutsch', 'English']",League of Legends,21779
aircool,en,"['English', 'IRL', 'irlstream']",Slots,498566
ajehr,ko,['한국어'],Just Chatting,509658
allkeyshop_tv,en,"['English', 'Español', 'francais', 'korean', 'Rerun']",TopSpin 2K25,145906249
anastasia_rose_official,de,"['Djane', 'Party', 'Eskalation', 'Love', 'Deutsch', 'music', 'DJLivemix', 'DJ', '808ontwitch', 'Techno']",DJs,1669431183
angrypug,en,"['English', 'Solo', 'Casual', 'Rerun']",Dead by Daylight,491487
39daph,en,"['Guam', 'Evil', 'Unhygienic', 'Unholy', 'English', 'Geriatric', 'Deceptive']",Black Myth: Wukong,519291
crazyraccoonyy,ja,"['わいわい', '日本語', '名匠']",Pawafuru Puro Yakyuu 2024-2025,1183847148
aktep,ru,['Животные'],World of Tanks,27546
blackmediapresents,en,"['sunnyandtheblackpack', 'blackmediapresents', 'blackmediafamily', 'positivity', 'Leagueoflegends', 'music', 'English', 'Acoustic']",League of Legends,21779
back2warcraft,en,"['Esports', 'strategy', 'rts', 'English', 'Deutsch']",Warcraft III,12924
bastighg,de,"['GHG', 'Deutsch']",Minecraft,27471
bebe872,en,"['English', 'Challenger', 'RANK1', 'Blue', 'Dragon', 'Playstyle']",DARK SOULS III,490292
axtlol,pt,['Português'],Just Chatting,509658
ayarbaffo,it,"['Italiano', 'Fortnite']",Fortnite,33214
barbarousking,en,"['BaldWelcome', 'Kaizo', 'HardMode', 'GIGACHAD', 'English', 'GorillaWins']",Mario & Luigi: Superstar Saga,8543
bbonge_,ko,['한국어'],Just Chatting,509658
bighead033,ko,"['한국어', '드롭활성화됨']",Escape from Tarkov,491931
asmodaitv,en,"['English', 'Hearthstone', 'Battlegrounds']",Hearthstone,138585
asmongold,en,"['English', 'OTK', 'otknetwork', 'StarForgePCs', 'WorldfofWarcraft', 'wow']",Special Events,509663
attacker,en,"['English', 'arab', 'Arabic']",Dota 2,29595
blackelespanolito,es,"['Español', 'valorant', 'ValorantES', 'counterstrike', 'counterstrike2', 'CS2', 'DropsActivados']",Spectre Divide,1451084268
bigdumbgaming,en,['English'],World of Warcraft,18122
bigspincr,de,['Deutsch'],Sports,518203
aspiringspike,en,['English'],Magic: The Gathering,2748
bamow,zh,['中文'],Supermarket Together,942317893
bengal,en,['English'],EA Sports College Football 25,232131679
aussieantics,en,['English'],Fortnite,33214
aypierre,fr,"['minecraft', 'redstone', 'urssaf', 'Hardcore', 'Français', 'SurvivaI', 'gaming', 'gestion']",Special Events,509663
belvid,es,['Español'],Fortnite,33214
aydan,en,['English'],Apex Legends,511224
ayzenlr,fr,['Français'],Call of Duty: Warzone,512710
azra,en,"['English', 'european', 'blonde', 'thick', 'lgbt', 'lgbtq', 'bosnian', 'cooking', 'la', 'losangeles']",Just Chatting,509658
bananabrea,en,['English'],VALORANT,516575
beamtwitch,de,"['Deutsch', 'Entspannt', 'Prime', 'Sub', 'ist', 'Kostenlos']",Timberborn,514891
asmr_marie,en,"['English', 'Relaxingstream', 'chilling', 'ireadthechat']",ASMR,509659
automaticjak,en,"['Retail', 'Healer', 'English']",World of Warcraft,18122
awesamdude,en,"['English', 'awesamdude']",VALORANT,516575
becca,en,['English'],Teamfight Tactics,513143
biotox,en,"['Roleplay', 'Action', 'Boomer', 'Old', 'NoPìxel', 'English', 'TheGuild', 'rpweek', 'santa', 'Veteran']",Grand Theft Auto V,32982
axozer,es,"['Español', 'axozer', 'axo', 'SpainRP']",Just Chatting,509658
badboyhalo,en,"['Captions', 'English', 'translation']",Minecraft,27471
balerostyle,pt,"['diferenciado', 'proplayer', 'Português', 'fpl', 'spray', 'ADC', 'ADCARRY', 'jinx', 'lol', 'mestre']",League of Legends,21779
baso,de,"['cats', 'chatting', 'deutsch', 'safespace', 'LGBTsave', 'comfy', 'Deutsch', 'IRL']",Just Chatting,509658
bawkbasoup,en,"['GodGamer', 'GamerGod', 'English', 'Canada', 'ADHD']",Special Events,509663
arex,en,"['English', 'Cursed', 'Japan', 'ESL', 'Bold', 'ADHD', 'Unlucky', 'deadinside', 'Despair', 'Coffee']",Pokémon FireRed/LeafGreen,13332
artosis,en,['English'],StarCraft,11989
asianguystream,en,"['Anime', 'English', 'DropsEnabled']",Genshin Impact,513181
bbbb87,zh,['中文'],Just Chatting,509658
barcagamer,es,"['Español', 'Variety']",Just Chatting,509658
bearpig,en,"['English', 'Gaming', '1080p', 'CoD', 'Warzone', 'Resurgence', 'Rebirth', 'rebirthisland', 'CoDWarzone']",Call of Duty: Warzone,512710
beatberry_314,en,"['Dance', 'Chatty', 'English']",Just Chatting,509658
berkriptepe,tr,"['Türkçe', 'cs', 'cs2']",Counter-Strike,32399
beyondthesummit,en,"['Esports', 'English']",Dota 2,29595
aroyitt,es,"['aroyitt', 'Español']",Just Chatting,509658
arrumieshannon,en,"['Korean', 'Voiceactor', 'English']",VALORANT,516575
averagejonas,en,"['singer', 'English', 'Norwegian']",Dota 2,29595
bikeman,en,"['ADHD', 'Humor', 'Comedy', 'Mature', 'improv', 'noSPOILERS', 'English']",Black Myth: Wukong,519291
aquino,es,['Español'],Just Chatting,509658
asunaweeb,en,['English'],VALORANT,516575
bigiraq,en,"['English', 'Muslim', 'arab', 'GTA', 'GTARP', 'SKINNY', 'FAT', 'Bigiraq', 'NERP', 'NEWERA']",Grand Theft Auto V,32982
aurateur,en,"['Bald', 'English']",Super Mario Maker 2,511399
bananirou,es,"['Speedrun', 'Español']",Just Chatting,509658
ben_,en,['English'],Path of Exile,29307
bichard,fr,"['rire', 'streamers', 'Français', 'frhypechallenge', 'hypechallenge2023', 'citédespixels', 'cité', 'Evenement']",Minecraft,27471
bigpuffer,en,"['jeff', 'English']",Just Chatting,509658
arcadebulls,cs,"['Czech', 'Bejk', 'Čeština']",Gothic II,1654
arcadum,en,"['English', 'DnD', 'DungeonMaster', 'dungeonsanddragons5e']",Black Myth: Wukong,519291
arilyna,en,"['English', 'Piano', 'Music', 'Sleep', 'ASMR', 'Relax', 'IRL', 'Cozy', 'Chill', 'Comfy']",Music,26936
b0aty,en,['English'],DARK SOULS III,490292
benjyfishy,en,"['Valorant', 'Competitive', 'Radiant', 'English']",VALORANT,516575
blackoutz,pt,"['Português', 'English']",Fortnite,33214
blanchitooo,es,"['Español', 'charlando']",Music,26936
ariasaki,en,"['English', 'TFT', 'Cooking', 'rager', 'ADHD', 'Ranked', '24hr', 'grind', 'diamond']",Teamfight Tactics,513143
aversionde,de,"['Talk', 'Event', 'DropsAktiviert', 'Deutsch']",World of Warcraft,18122
ayyjayy,en,['English'],Rocket League,30921
avoidingthepuddle,en,['English'],Black Myth: Wukong,519291
bao,en,"['Vtuber', 'Furry', 'MulchGang4Lyfe', 'estrogenbasedlifeform', 'barracksbunny', 'crinklekitten', 'bloatmage', 'baoberry', 'goonmaxing', 'denetedone']",Five Nights at Freddy's: Into the Pit,1263430436
bazza,en,['English'],Grand Theft Auto V,32982
beaulo,en,['English'],Tom Clancy's Rainbow Six Siege,460630
beryl_lulu,zh,['中文'],Just Chatting,509658
atrioc,en,"['on', 'English']",Just Chatting,509658
auronplay,es,"['Auron', 'Español']",Just Chatting,509658
autumn,en,"['English', 'IRL']",VALORANT,516575
blast,en,"['Esports', 'Tournament', 'BLAST', 'English']",Counter-Strike,32399
ash,en,"['Roleplay', 'English', 'Vtuber']",Grand Theft Auto V,32982
bananaslamjamma,en,"['English', 'Netherlands', 'EUDOTA']",Black Myth: Wukong,519291
beelce1,es,"['Español', 'Anime', 'manga']",Just Chatting,509658
baianons,pt,"['Português', 'França', 'Baia', 'BAIANONS', 'engraçado', 'BAIANO']",Grand Theft Auto V,32982
bajheera,en,"['Competitive', 'Bodybuilding', 'Educational', 'Positive', 'warrior', 'fitness', 'English', 'RPG', 'Arena']",World of Warcraft,18122
belky,pt,"['Português', 'MMORPG', 'TryhardGameplay', 'grind', 'fps', 'ExtractionShooter', 'DropsAtivados']",Arena Breakout: Infinite,401587136
biyin_,es,"['Español', 'Biyin', 'Simulator', 'DropsActivados']",Rust,263490
blackufa,ru,"['horror', 'indie', 'юмор', 'новое', 'Русский', 'дедушка']",Black Myth: Wukong,519291
artesianbuilds,en,"['HardMode', 'PCBuilding', 'VisualASMR']",Just Chatting,509658
ayezee,en,"['Gambling', 'Giveaways', 'Giveaway', 'NPC', 'English']",Counter-Strike,32399
baedony,ko,['한국어'],baedony,baedony
bebelolz,zh,"['中文', 'ADCARRY']",League of Legends,21779
bibixhd,fr,"['Français', 'DayZ', 'survie', 'namalsk', 'bibix', 'StormChasing', 'PvP', 'aventure']",DayZ,65632
bking0921,ko,['한국어'],Lost Ark,490100
awfdota,ru,"['Украина', 'Englishsometimes', 'Суржик', 'Русский', 'English']",Dota 2,29595
baiano,pt,"['CBLOL', 'LCK', 'LCS', 'COSTREAM', 'T1', 'Baiano', 'LPL', 'Português', 'LOUD', 'cbolao']",League of Legends,21779
bateson87,en,"['football', 'fifa', 'bald', 'soccer', 'beard', 'English']",EA Sports FC 24,143106037
beniju03,es,['Español'],Clash Royale,491168
berritv,it,"['cod', 'warzone', 'warzone2', 'berritv', 'irobyg', 'levareprimeirobyg', 'switchprimedairobyaberri', 'padel', 'Italiano']",Just Chatting,509658
arab,en,['English'],League of Legends,21779
attrix,it,"['Italiano', 'DropAbilitati']",Marvel Snap,1743359147
autophil,de,"['Lehrreich', 'Deutsch', 'highelo', 'HigheloJungler', 'Jungler']",League of Legends,21779
bichouu_,fr,"['justchatting', 'comeback', 'storytime', 'vacances', 'chilll', 'Français']",Just Chatting,509658
bigex,en,"['English', 'Venezuela', 'bigex', 'NewYork', 'ChronicEx']",IRL,509672
bullseye,ru,"['тарков', 'tarkov', 'eft', 'булс', 'Русский']",Delta Force,1282866981
burkeblack,en,"['English', 'Pirate', 'PG16', 'NoPolitics', 'NoStorySpoilers', 'BackSeatingAllowed', 'CoStream']",Black Myth: Wukong,519291
cachorro1337c,pt,cachorro1337c,Counter-Strike,32399
capcomfighters,en,['English'],Street Fighter 6,55453844
cheatbanned,ru,"['читбаннед', 'cheatbanned', 'Русский', 'общение', 'саморазвитие', 'психология', 'dota', 'дота', 'кс', 'cs']",Dota 2,29595
cdawgva,en,"['Japan', 'English', 'Welsh']",Just Chatting,509658
cdnthe3rd,en,"['Learning', 'English', 'NoBackseatingUnlessAsked', 'Blind', 'Labbing', 'AimAssistOff', 'bonding']",Black Myth: Wukong,519291
blusewilly_retry,zh,"['可以出一張鈔票', '中文']",Black Myth: Wukong,519291
bobbypoffgaming,en,"['BobbyPoff', 'ScarfSquad', '7tv', 'English']",Call of Duty: Warzone,512710
bratishkinoff,ru,"['Русский', 'братишкин', 'смотрит', 'bratishkinoff', 'реакция']",Just Chatting,509658
bren_tm2,en,"['English', 'Français']",Trackmania,687129551
btmc,en,"['BTMC', 'F2P', 'YEP', 'English', 'bmc']",osu!,21465
bugha,en,['English'],Fortnite,33214
chefstrobel,de,['Deutsch'],League of Legends,21779
calango,pt,"['caloteiro', 'papaizinho', 'carecas', 'Português']",Just Chatting,509658
casimito,pt,['Português'],Sports,518203
boblegob,fr,['Français'],League of Legends,21779
borraskka,es,"['Español', 'Cod', 'Callofduty', 'Warzone', 'Warzone2', 'Chicagamer', 'Competitivo', 'CallofdutyWarzone', 'mw3']",Black Myth: Wukong,519291
boyminoru,th,"['ไทย', 'ภาษาไทย']",VALORANT,516575
brozime,en,['English'],Black Myth: Wukong,519291
buozzi,pt,"['Português', 'IRL']",Just Chatting,509658
c9judite,pt,"['englIsh', 'spanish', 'Português']",OUTERPLANE,960093960
cblol,pt,"['Esports', 'Português']",League of Legends,21779
central_committee,en,"['Hasanabi', 'History', 'News', 'LGBTQIA', 'MikeFromPA', 'Politics', 'Elections', 'English']",Just Chatting,509658
booya,en,['English'],Call of Duty: Warzone,512710
boxyfresh,en,"['English', 'LordofFrenziedFlame', 'OnlyUpChampion', 'SubnauticaFirefighter', 'ProLegoBuilder', 'PuzzleMaster']",Black Myth: Wukong,519291
breitenberg,de,"['Deutsch', 'justchatting', 'reallifecontent', 'content', 'event', 'winchallenge', 'challenge', 'kingcans', 'deskyou']",Grand Theft Auto V,32982
brino,pt,['Português'],Just Chatting,509658
broeki,de,"['Deutsch', 'English']",League of Legends,21779
bustin,en,"['Cringe', 'League', 'Competitive', 'Ally', 'Anime', 'ChatGPT', 'LGBT', 'English', 'healthandfitness']",Dungeons & Dragons,509577
blau,en,['English'],VALORANT,516575
brookeab,en,"['English', '100thieves', 'silvergameplay']",brookeab,brookeab
caprimint,es,['Español'],ROBLOX,23020
cdewx,en,['English'],World of Warcraft,18122
butterflyouo,zh,"['中文', '日本語勉強中']",League of Legends,21779
caiowinkle,pt,"['Português', 'CDA', 'RP']",Grand Theft Auto V,32982
blck_taisheen,en,['English'],Apex Legends,511224
blou,en,"['viral', 'chat', 'madden', 'funny', 'English']",Madden NFL 25,1320984402
boltz,pt,['Português'],Counter-Strike,32399
boomerna,en,"['Vibes', 'English', 'funny', 'LOUD']",Minecraft,27471
botezlive,en,"['ADHD', 'Competitive', 'Siblings', 'Music', 'Travel', 'Chess', 'Strategy', 'English', 'DJ']",Chess,743
buster,ru,"['Русский', 'buster', 'бустер', 'Бустеренко']",Counter-Strike,32399
cashmeow,en,"['Tokyo', 'Japan', 'LGBTQ', 'IRL', 'jew', 'Anime', 'Outdoors', 'Travel', 'Dad', 'Comedy']",Just Chatting,509658
blazt,en,['English'],Call of Duty: Warzone,512710
carola,es,['Español'],Black Myth: Wukong,519291
cepreu_inq,ru,"['BlackDesert', 'MMORPG', 'PvP', 'PvE', 'Русский', 'iddQd', 'Музыканастриме', 'ПолноеПрохождение']",Path of Exile,29307
cesarvsc,pt,"['Português', 'PortugaliaRP', 'GTAvRP', 'staffgtavrp', 'GTAⅤ', 'fyp']",Grand Theft Auto V,32982
blazx,fr,"['Français', 'GTARP', 'flashback', 'subathon']",Red Dead Redemption 2,493959
boxbox,en,"['Pog', 'FLUSH', 'Madge', 'Tall', 'eatsannoyingviewers', 'English']",Teamfight Tactics,513143
breeze0920,zh,"['台服第一', '中文', '傳奇陪玩', '絕區零', '掉寶', '启用掉宝']",Zenless Zone Zero,456845141
bonjwa,de,"['Deutsch', 'Matteo', 'Leon', 'Redpanda', 'Mental']",World of Warcraft,18122
bronx,en,['English'],Dead by Daylight,491487
by_owl,ru,['Русский'],Just Chatting,509658
carljrtm,fr,"['français', 'quebec', 'english', 'Français']",Trackmania,687129551
chabrikk,ru,"['ЗлыеПерсонажи', 'ХорошиеПерсонажи', '12HourChallenge', 'НейтральныеПерсонажи', 'ЛГБТКИАПлюс', 'Русский']",Just Chatting,509658
c_a_k_e,ru,['Русский'],Black Myth: Wukong,519291
calebdmtg,en,"['English', 'sauceful', 'wegotthejuice', 'NOBACKSEATINGPLEASE']",Magic: The Gathering,2748
castro_1021,en,['English'],Just Chatting,509658
cathfawr,en,"['Wales', 'NoPixel', 'LGBT', 'English', 'Roleplay', 'satire']",Just Chatting,509658
blitzstream,fr,"['Échecs', 'Chess', 'Français']",Chess,743
brizz94,it,"['Competitive', 'Italiano', 'Pro']",Just Chatting,509658
brucedropemoff,en,"['DEO', 'chocolate', 'Comedy', 'English']",Just Chatting,509658
buerinho,pt,"['Português', 'SoloQ', 'BR', 'twıtch', 'Vayne', 'Lucian', 'Kalista', 'Zeri']",Black Myth: Wukong,519291
bum1six3,en,"['Bum1six3', 'FGC', 'English', 'Tournament', 'StreetFighter6', 'DBFZ', 'DragonBallFIghterz', 'ultimatemarvelvscapcom3', 'tekken8']",Dragon Ball FighterZ,497385
bystaxx,es,['Español'],Counter-Strike,32399
caedrel,en,"['xdd', 'Washed', 'degen', 'English', 'adhd', 'vtuber', 'Ratking', 'LPL', 'LCK', 'LEC']",League of Legends,21779
carmen,en,['English'],Grand Theft Auto V,32982
bldcs,pt,['Português'],VALORANT,516575
bobross,en,['English'],Art,509660
bratiki94,ru,"['Русский', 'bratiki94']",Just Chatting,509658
brawlhalla,en,"['Esports', 'fgc', 'English', 'fightinggames', 'Competitive', 'Rerun']",Brawlhalla,460316
brucegrannec,fr,"['Français', 'foot', 'publicité']",Black Myth: Wukong,519291
brycent,en,['English'],Black Myth: Wukong,519291
cedduzzo,it,"['Italiano', 'maratona', 'English', 'AlwaysOn', 'roleplay', 'enveart', 'GTARP', 'Salento', 'Gallipoli', 'Ferragosto']",I'm Only Sleeping,498592
cellbit,pt,"['Português', 'English']",Just Chatting,509658
bokoen,en,['English'],Crusader Kings III,514888
brothers_baseball,zh,"['運動', '棒球', '中信兄弟', '中文']",Sports,518203
buckefps,en,['English'],Fortnite,33214
captainpuffy,en,"['English', 'Vtuber', 'LGBTQIAPIus', 'girl', 'minecraft', 'Hardcore', 'Modded']",Minecraft,27471
captainsparklez,en,"['mods', 'gaming', 'epicgamer', 'English']",Minecraft,27471
chap,en,"['English', 'ZeroBuild', 'Fortnite', 'Competitive', 'Predictions', 'DropsEnabled']",Dungeonborne,493716463
calebhart42,en,"['SPEEDRUN', 'SWAG', 'FF7', 'ALLCAPS', 'GENERICTAG', 'WORLDRECORD', 'English', 'MEGAMAN', 'SHINYHUNT', 'ironMON']",Black Myth: Wukong,519291
carritoskami,es,"['draven', 'lolespaña', 'kaisa', 'leagueoflegends', 'challenger', 'Español', 'lol', 'gaming', 'ADC', 'top']",League of Legends,21779
cerbero_podcast,it,"['cerbero', 'lgbt', 'dudubbi', 'mrmarra', 'mrflame', 'notizie', 'musica', 'cinema', 'Italiano']",Just Chatting,509658
c0ker,es,"['Español', 'Slots', 'ToshiGang']",Just Chatting,509658
camak,fr,"['Français', 'DropsActivés']",Eco,6959
bmkibler,en,['English'],Hearthstone,138585
bnans,en,"['click', 'this', 'stream', 'if', 'you', 'want', 'to', 'live', 'English']",Just Chatting,509658
bobqinxd,en,"['leblanc', 'vibing', 'TeamLiquid', 'challenger', 'English', 'Educational', 'chill', 'positive', 'depression']",League of Legends,21779
brasilfpss,pt,['Português'],Just Chatting,509658
btsbrasiltv,pt,"['Português', 'Análise', 'Competitivo', 'Narração', 'comentarios', 'Brasil', 'dota', 'dota2stream']",Dota 2,29595
c_jane,fr,['Français'],Just Chatting,509658
carry_game,zh,['中文'],One Piece Card Game Tutorial,418410192
ch1ckenkun,ko,"['치킨쿤', '한국어', '보해', '드롭활성화됨', '日本語']",Apex Legends,511224
bonkol,pl,"['polski', 'gry', 'retro', 'Polski', 'IRL', 'VarietyGaming', 'Ludologia', 'groznawstwo', 'Groznawca', 'Ludolog']",Hearthstone,138585
bruisedbygod,en,['English'],Teamfight Tactics,513143
bt0tv,pt,['Português'],Counter-Strike,32399
btssmash,en,"['Esports', 'English']",Super Smash Bros. Melee,16282
buddha,en,"['English', 'DropsEnabled']",Rust,263490
casinodaddy,en,"['giveaway', 'community', 'English', 'slots', 'casino']",Slots,498566
chusommontero,es,"['mondongo', 'reto', 'tdah', 'darksouls', 'cmelman', 'pokemon', 'pokemonVGC', 'eldenring', 'Español']",Pokémon Scarlet/Violet,670867987
conducteir77,cs,"['Conducteir', 'Vlaky', 'Zábava', 'fun', 'Train', 'Čeština', 'deadbbydaylight']",Just Chatting,509658
cydonia_chiara,it,"['Italiano', 'pokemon', 'gamescom']",Special Events,509663
day9tv,en,"['English', 'NOBACKSEATINGPLEASE', 'NoSpoilersPlease', 'DropsEnabled']",Stormgate,548794627
chloee_fitgamer,fr,['Français'],Just Chatting,509658
cr_rion,ja,"['日本語', 'Drops有効']",VALORANT,516575
crazyfacetw,zh,"['Taiwan', '中文']",Just Chatting,509658
crown,en,"['Backseatgamingallowed', 'PvP', 'Action', 'competitive', 'English', 'survival', 'adventure']",crown,crown
cyrustwo,sv,"['Boomer', 'Alcoholism', 'ASMR', 'Svenska']",Grand Theft Auto V,32982
dakotaz,en,"['fortnite', 'solo', 'english', 'depressed', 'pessimist', 'surviving', 'English']",Fortnite,33214
cpentagon,de,['Deutsch'],Call of Duty: Warzone,512710
criticalrole,en,"['RolePlay', 'English', 'Improv', 'Rerun']",Dungeons & Dragons,509577
d_obby,ko,['한국어'],Palworld,1036710512
chiawei1031tv,zh,"['中文', '職業選手', '小丑', '黑']",PUBG: BATTLEGROUNDS,493057
